Gene1,Gene2
Wt1,Slc22a8
Wt1,Sox9
Wt1,Spry1
Wt1,Trpv6
Wt1,Wtap
Wwp1,Csf1r
Wwp1,Egfr
Wwp1,Erbb3
Wwp1,Erbb4
Wwp1,Fgfr2
Wwp1,Fgfr3
Wwp1,Fgfr4
Wwp1,Flt1
Wwp1,Hoxd12
Wwp1,Igf1r
Wwp1,Kdr
Wwp1,Kit
Wwp1,Met
Wwp1,Ntrk1
Wwp1,Pdgfra
Wwp1,Ret
Wwp1,Ywhaz
Wwtr1,Amot
Wwtr1,Amotl1
Wwtr1,Ctgf
Wwtr1,Dvl2
Wwtr1,Ercc8
Wwtr1,Lass2
Wwtr1,Lass5
Wwtr1,Lats2
Wwtr1,Med1
Wwtr1,Ncoa3
Wwtr1,Ncoa6
Wwtr1,Ndn
Wwtr1,Nek1
Wwtr1,Nppa
Wwtr1,Pax3
Wwtr1,Runx2
Wwtr1,Rxra
Wwtr1,Sav1
Wwtr1,Smad4
Wwtr1,Smarcd3
Wwtr1,Stk3
Wwtr1,Stk4
Wwtr1,Tbl1xr1
Wwtr1,Tbx5
Wwtr1,Tead1
Wwtr1,Tead2
Wwtr1,Tead3
Wwtr1,Tead4
Wwtr1,Tgs1
Wwtr1,Tjp1
Wwtr1,Tjp2
Wwtr1,Tle6
Wwtr1,Ttf1
Wwtr1,Wwtr1
Wwtr1,Yap1
Wwtr1,Ywhae
Xab2,Ccnh
Xab2,Cdc40
Xab2,Cdc5l
Xab2,Cdk7
Xab2,Crnkl1
Xab2,Ercc2
Xab2,Ercc3
Xab2,Ercc5
Xab2,Ercc6
Xab2,Ercc8
Xab2,Ewsr1
Xab2,Foxp3
Xab2,Gtf2h3
Xab2,Gtf2h4
Xab2,Isy1
Xab2,Mnat1
Xab2,Polr2b
Xab2,Polr2d
Xab2,Polr2e
Xab2,Polr2f
Xab2,Polr2g
Xab2,Polr2h
Xab2,Polr2i
Xab2,Polr2j
Xab2,Polr2k
Xab2,Polr2l
Xab2,Prpf8
Xab2,Sf3b2
Xab2,Snw1
Xab2,Tcea1
Xbp1,Crtc1
Xbp1,Crtc2
Xbp1,Crtc3
Xbp1,Ddit3
Xbp1,Gmeb2
Xbp1,Prkaca
Xbp1,Prkacb
Xbp1,Prkx
Xpc,Ccnh
Xpc,Cdk7
Xpc,Ddb1
Xpc,Ddb2
Xpc,Ercc2
Xpc,Ercc3
Xpc,Ercc5
Xpc,Ercc8
Xpc,Gtf2h3
Xpc,Gtf2h4
Xpc,Mnat1
Xpc,Ogg1
Xpc,Pold1
Xpc,Pou5f1
Xpc,Rad23b
Xpc,Rpa1
Xpc,Rpa2
Xpc,Rpa3
Xrcc3,Brca2
Xrcc3,Ercc2
Xrcc3,Fancd2
Xrcc3,Fancg
Xrcc3,Obfc1
Xrcc3,Rad52
Xrcc3,Xrcc1
Xrcc3,Xrcc2
Xrcc5,Fasn
Xrcc5,Lig4
Xrcc5,Pou5f1
Xrcc5,Prkdc
Xrcc5,Rnf2
Xrcc5,Terf1
Xrcc5,Terf2
Xrcc5,Tfcp2l1
Xrcc5,Xrcc4
Xrcc5,Xrcc6
Xrcc6,Bax
Xrcc6,Clu
Xrcc6,Foxo4
Xrcc6,H2afx
Xrcc6,Lig4
Xrcc6,Lmna
Xrcc6,Mre11a
Xrcc6,Msh6
Xrcc6,Ncoa6
Xrcc6,Parp1
Xrcc6,Pcna
Xrcc6,Pou5f1
Xrcc6,Prkdc
Xrcc6,Rad50
Xrcc6,Sirt1
Xrcc6,Sirt3
Xrcc6,Tert
Xrcc6,Tfcp2l1
Xrcc6,Wrn
Xrcc6,Xrcc4
Xrcc6,Xrcc5
Xrcc6,Zic2
Yaf2,Kdm2b
Yaf2,Rnf2
Ybx1,Grb2
Ybx1,Irs1
Ybx1,Rpgrip1l
Ybx1,Ywhae
Yeats2,Ccdc101
Yeats2,Csrp2bp
Yeats2,Dr1
Yeats2,Kat2a
Yeats2,Kat2b
Yeats2,Map3k7
Yeats2,Mbip
Yeats2,Nphp4
Yeats2,Pole4
Yeats2,Tfcp2l1
Yeats2,Zzz3
Yeats4,Actl6a
Yeats4,Dmap1
Yeats4,Esrrb
Yeats4,Ing3
Yeats4,Meaf6
Yeats4,Morf4l1
Yeats4,Numa1
Yeats4,Ruvbl1
Yeats4,Smarcb1
Yeats4,Tacc1
Yeats4,Tacc2
Yeats4,Tfap2b
Yeats4,Tfcp2l1
Yy1,0610007c21rik
Yy1,1110002l01rik
Yy1,1110006o24rik
Yy1,1110007c09rik
Yy1,1110008j03rik
Yy1,1110046j04rik
Yy1,1700008j07rik
Yy1,1700016h13rik
Yy1,1700052k11rik
Yy1,1700108j01rik
Yy1,1700125d06rik
Yy1,1810013l24rik
Yy1,1810026b05rik
Yy1,1810027o10rik
Yy1,2210012g02rik
Yy1,2210018m11rik
Yy1,2310015a10rik
Yy1,2310036o22rik
Yy1,2400003c14rik
Yy1,2410002i01rik
Yy1,2410091c18rik
Yy1,2500003m10rik
Yy1,2700090o03rik
Yy1,2810002d19rik
Yy1,2810432d09rik
Yy1,3110056k07rik
Yy1,4732491k20rik
Yy1,4833418n02rik
Yy1,4930488l21rik
Yy1,4930503l19rik
Yy1,4930515g01rik
Yy1,4930570g19rik
Yy1,4930573o16rik
Yy1,4931440j10rik
Yy1,4932416h05rik
Yy1,4933402p03rik
Yy1,4933416e03rik
Yy1,5031425e22rik
Yy1,5730457n03rik
Yy1,5730494m16rik
Yy1,6820408c15rik
Yy1,8430406i07rik
Yy1,9130023h24rik
Yy1,9130024f11rik
Yy1,9530059o14rik
Yy1,9930014a18rik
Yy1,A330009n23rik
Yy1,A330023f24rik
Yy1,A530050n04rik
Yy1,A730017l22rik
Yy1,A830009l08rik
Yy1,A930004d18rik
Yy1,Aamp
Yy1,Aars
Yy1,Abi3
Yy1,Abl2
Yy1,Acot12
Yy1,Acsl4
Yy1,Actl6a
Yy1,Actr1a
Yy1,Actr3
Yy1,Actr5
Yy1,Actr8
Yy1,Adamts4
Yy1,Adk
Yy1,Adora2b
Yy1,Adra1b
Yy1,Adra1d
Yy1,Adrb1
Yy1,Agrp
Yy1,Ai854517
Yy1,Akap1
Yy1,Akap3
Yy1,Akirin2
Yy1,Akt1
Yy1,Akt1s1
Yy1,Aldh7a1
Yy1,Alg12
Yy1,Alkbh5
Yy1,Aloxe3
Yy1,Amdhd2
Yy1,Anapc7
Yy1,Ankrd11
Yy1,Ankrd2
Yy1,Anp32a
Yy1,Ap1b1
Yy1,Ap1g1
Yy1,Ap2a1
Yy1,Ap3d1
Yy1,Apip
Yy1,Apoa2
Yy1,Arap1
Yy1,Arcn1
Yy1,Arf3
Yy1,Arhgap36
Yy1,Arid2
Yy1,Arpm1
Yy1,Art1
Yy1,Arv1
Yy1,Atf6
Yy1,Atg13
Yy1,Atg9b
Yy1,Atp5f1
Yy1,Atp5g1
Yy1,Atp5g2
Yy1,Atp6v0d1
Yy1,B3galt4
Yy1,B3galt6
Yy1,Bap1
Yy1,Bax
Yy1,Baz1b
Yy1,Bc067068
Yy1,Bcl2l1
Yy1,Bcl2l2
Yy1,Bmi1
Yy1,Bop1
Yy1,Bptf
Yy1,Braf
Yy1,Brca1
Yy1,Brd1
Yy1,Brd3
Yy1,Bscl2
Yy1,Btf3
Yy1,Bud13
Yy1,Cabp5
Yy1,Cacna1h
Yy1,Cacng5
Yy1,Cand2
Yy1,Capza1
Yy1,Car14
Yy1,Catsperg1
Yy1,Cbx2
Yy1,Cbx4
Yy1,Ccdc106
Yy1,Ccdc107
Yy1,Ccdc116
Yy1,Ccdc138
Yy1,Ccdc151
Yy1,Ccdc155
Yy1,Ccdc71
Yy1,Ccdc96
Yy1,Ccnb1ip1
Yy1,Ccnd1
Yy1,Ccne1
Yy1,Ccnl2
Yy1,Cct6b
Yy1,Cdc34
Yy1,Cdkl5
Yy1,Cds2
Yy1,Cecr6
Yy1,Celf3
Yy1,Celsr3
Yy1,Cenpk
Yy1,Cep135
Yy1,Cgref1
Yy1,Chchd10
Yy1,Chd3
Yy1,Chrd
Yy1,Ciapin1
Yy1,Cib2
Yy1,Ciita
Yy1,Clasrp
Yy1,Cnksr3
Yy1,Cnot2
Yy1,Cnot3
Yy1,Cnot6
Yy1,Cnpy4
Yy1,Cntfr
Yy1,Col16a1
Yy1,Coro2a
Yy1,Cox7b
Yy1,Cpne1
Yy1,Cpne9
Yy1,Cpsf6
Yy1,Crat
Yy1,Crb3
Yy1,Crip3
Yy1,Crk
Yy1,Cry1
Yy1,Cse1l
Yy1,Csn2
Yy1,Csnk2a1
Yy1,Ctcf
Yy1,Ctdsp1
Yy1,Ctf1
Yy1,Ctnna2
Yy1,Ctsk
Yy1,Cyb5d2
Yy1,Cyb5rl
Yy1,D330023k18rik
Yy1,D430036j16rik
Yy1,D630032n06rik
Yy1,Dach1
Yy1,Dach2
Yy1,Dand5
Yy1,Ddx49
Yy1,Ddx6
Yy1,Deaf1
Yy1,Dennd3
Yy1,Dexi
Yy1,Dhx36
Yy1,Diap1
Yy1,Dlg1
Yy1,Dlg4
Yy1,Dlx3
Yy1,Dlx6
Yy1,Dmd
Yy1,Dnd1
Yy1,Dnm1
Yy1,Doc2g
Yy1,Dock3
Yy1,Dolk
Yy1,Dqx1
Yy1,Drap1
Yy1,Drd5
Yy1,Dtl
Yy1,E130012a19rik
Yy1,E130317f20rik
Yy1,Ebag9
Yy1,Efcab2
Yy1,Efnb3
Yy1,Ehd3
Yy1,Eif2b4
Yy1,Eif2c4
Yy1,Eif4a1
Yy1,Eif4g3
Yy1,En1
Yy1,Ensa
Yy1,Ep300
Yy1,Epc2
Yy1,Epn2
Yy1,Eri3
Yy1,Exosc5
Yy1,Ezh1
Yy1,Ezh2
Yy1,Fam100b
Yy1,Fam158a
Yy1,Fam187b
Yy1,Fam188a
Yy1,Fam193b
Yy1,Fam76b
Yy1,Fancd2
Yy1,Fancm
Yy1,Fau
Yy1,Fbll1
Yy1,Fbxl17
Yy1,Fbxl8
Yy1,Fen1
Yy1,Fgf5
Yy1,Fhit
Yy1,Fip1l1
Yy1,Flt1
Yy1,Foxe1
Yy1,Foxl2os
Yy1,Foxp3
Yy1,Fras1
Yy1,Frs3
Yy1,Furin
Yy1,Fut7
Yy1,Fzd10
Yy1,G630025p09rik
Yy1,G6pc3
Yy1,Gal3st3
Yy1,Ganc
Yy1,Gapdh
Yy1,Gatsl3
Yy1,Gbf1
Yy1,Gbx2
Yy1,Gdf10
Yy1,Gfra3
Yy1,Ggnbp1
Yy1,Ggps1
Yy1,Git2
Yy1,Glg1
Yy1,Glipr1
Yy1,Glis2
Yy1,Glp2r
Yy1,Gm10684
Yy1,Gm11529
Yy1,Gm11762
Yy1,Gm12191
Yy1,Gm12992
Yy1,Gm13031
Yy1,Gm15545
Yy1,Gm166
Yy1,Gm16793
Yy1,Gm4371
Yy1,Gm505
Yy1,Gm5148
Yy1,Gm7367
Yy1,Gon4l
Yy1,Gpbp1l1
Yy1,Gpr137
Yy1,Gpr27
Yy1,Grcc10
Yy1,Grid2ip
Yy1,Grik5
Yy1,Grk1
Yy1,Gse1
Yy1,Gtf2e1
Yy1,Gtf2i
Yy1,Gtf3c2
Yy1,Gucy2e
Yy1,H2-dma
Yy1,H47
Yy1,Haghl
Yy1,Hars2
Yy1,Hdac1
Yy1,Hdac2
Yy1,Helq
Yy1,Hes5
Yy1,Hif1a
Yy1,Hipk2
Yy1,Hnrnpc
Yy1,Hnrnpd
Yy1,Hnrnpk
Yy1,Hoxa10
Yy1,Hoxa11
Yy1,Hoxa5
Yy1,Hoxb6
Yy1,Hoxc12
Yy1,Hoxc13
Yy1,Hoxd11
Yy1,Hoxd13
Yy1,Hoxd4
Yy1,Ick
Yy1,Idh3g
Yy1,Igfbp5
Yy1,Il4
Yy1,Ina
Yy1,Inha
Yy1,Ino80
Yy1,Ino80e
Yy1,Inpp5k
Yy1,Ints6
Yy1,Itih2
Yy1,Iws1
Yy1,Jrkl
Yy1,Kansl1
Yy1,Kbtbd8
Yy1,Kcnab3
Yy1,Kcnn3
Yy1,Kif1b
Yy1,Kif20a
Yy1,Kirrel2
Yy1,Klhdc3
Yy1,Klhl21
Yy1,Klhl28
Yy1,Klhl29
Yy1,Klraq1
Yy1,Kntc1
Yy1,Krcc1
Yy1,Krtap13-1
Yy1,Larp7
Yy1,Lat
Yy1,Lgals1
Yy1,Lgi4
Yy1,Lhx6
Yy1,Llgl2
Yy1,Lrfn5
Yy1,Lrrc48
Yy1,Lrrtm3
Yy1,Lsm1
Yy1,Lsm14a
Yy1,Ltb4r1
Yy1,Ltb4r2
Yy1,Luc7l3
Yy1,Madd
Yy1,Map2k3
Yy1,Map3k11
Yy1,Map4k5
Yy1,Mapk8ip3
Yy1,Marcks
Yy1,Mars
Yy1,Mast4
Yy1,Matr3
Yy1,Mcrs1
Yy1,Mdfic
Yy1,Med24
Yy1,Med25
Yy1,Mfng
Yy1,Mgat4b
Yy1,Mgp
Yy1,Mib1
Yy1,Mip
Yy1,Mir1198
Yy1,Mir125b-2
Yy1,Mir146b
Yy1,Mir148b
Yy1,Mir17
Yy1,Mir17hg
Yy1,Mir18
Yy1,Mir1900
Yy1,Mir1907
Yy1,Mir1934
Yy1,Mir195
Yy1,Mir1965
Yy1,Mir19a
Yy1,Mir19b-1
Yy1,Mir20a
Yy1,Mir26b
Yy1,Mir3085
Yy1,Mir3094
Yy1,Mir3101
Yy1,Mir320
Yy1,Mir351
Yy1,Mir421
Yy1,Mir450-1
Yy1,Mir450-2
Yy1,Mir450b
Yy1,Mir483
Yy1,Mir484
Yy1,Mir497
Yy1,Mir5108
Yy1,Mir5121
Yy1,Mir542
Yy1,Mir707
Yy1,Mir762
Yy1,Mir92-1
Yy1,Mir99a
Yy1,Mirlet7c-1
Yy1,Mkl1
Yy1,Mks1
Yy1,Mll5
Yy1,Mmd2
Yy1,Mmgt2
Yy1,Mpz
Yy1,Mrgpre
Yy1,Mrpl47
Yy1,Mrps15
Yy1,Mrps18a
Yy1,Msra
Yy1,Mtag2
Yy1,Mtfp1
Yy1,Mthfr
Yy1,Mtor
Yy1,Mus81
Yy1,Mutyh
Yy1,Myh11
Yy1,Myt1
Yy1,Naca
Yy1,Nadk
Yy1,Nasp
Yy1,Nat8l
Yy1,Ncbp2
Yy1,Ncdn
Yy1,Nde1
Yy1,Ndufa6
Yy1,Necab2
Yy1,Nedd8
Yy1,Neu1
Yy1,Neurog2
Yy1,Nfkbil1
Yy1,Nfrkb
Yy1,Nfyb
Yy1,Nfyc
Yy1,Ng23
Yy1,Nhlrc1
Yy1,Nhp2l1
Yy1,Nnat
Yy1,Nol3
Yy1,Notch3
Yy1,Noto
Yy1,Noxo1
Yy1,Npm1
Yy1,Nprl2
Yy1,Ntf3
Yy1,Nutf2
Yy1,Nutf2-ps1
Yy1,Oaz2
Yy1,Odf3l2
Yy1,Ogfod1
Yy1,Olfr1307
Yy1,Olfr552
Yy1,Olfr553
Yy1,Olfr586
Yy1,Olfr683
Yy1,Olfr71
Yy1,Oprl1
Yy1,Osm
Yy1,Pabpn1
Yy1,Pan3
Yy1,Papola
Yy1,Papolb
Yy1,Papolg
Yy1,Pask
Yy1,Pcbp1
Yy1,Pcbp4
Yy1,Pcdh7
Yy1,Pcdhgb7
Yy1,Pcf11
Yy1,Pcgf1
Yy1,Pcgf6
Yy1,Pcnt
Yy1,Pdf
Yy1,Pdxk
Yy1,Pdzd7
Yy1,Pfn3
Yy1,Phc1
Yy1,Phc2
Yy1,Phc3
Yy1,Phf15
Yy1,Pias3
Yy1,Pigp
Yy1,Pitx2
Yy1,Plekhf2
Yy1,Plin4
Yy1,Plxnc1
Yy1,Pnrc2
Yy1,Polk
Yy1,Poll
Yy1,Polr1a
Yy1,Pou2af1
Yy1,Pou2f3
Yy1,Pou5f1
Yy1,Ppcdc
Yy1,Ppia
Yy1,Ppp2ca
Yy1,Ppp2r2a
Yy1,Ppp2r2b
Yy1,Ppp4r1l-ps
Yy1,Ppp4r2
Yy1,Prickle3
Yy1,Prkar2b
Yy1,Prm1
Yy1,Prm2
Yy1,Prmt1
Yy1,Prpf38b
Yy1,Prrc2a
Yy1,Prrc2c
Yy1,Prrt4
Yy1,Prss8
Yy1,Psca
Yy1,Psmb1
Yy1,Psmb3
Yy1,Ptbp2
Yy1,Ptcd2
Yy1,Ptges3l
Yy1,Ptgs2
Yy1,Ptma
Yy1,Ptms
Yy1,Ptplad2
Yy1,Ptprcap
Yy1,Ptprm
Yy1,Pum1
Yy1,Pyy
Yy1,Rab1
Yy1,Rab10
Yy1,Rab1b
Yy1,Rab22a
Yy1,Rab2a
Yy1,Rab4b
Yy1,Rab5c
Yy1,Rabgap1
Yy1,Rad21
Yy1,Rad51l3
Yy1,Ran
Yy1,Rapgefl1
Yy1,Raph1
Yy1,Rasgrf1
Yy1,Rasgrp2
Yy1,Rassf5
Yy1,Rbbp4
Yy1,Rbbp7
Yy1,Rbm10
Yy1,Rbm12
Yy1,Rbm26
Yy1,Rbm5
Yy1,Rcor2
Yy1,Rer1
Yy1,Rgl2
Yy1,Rims2
Yy1,Ring1
Yy1,Rnf167
Yy1,Rnf2
Yy1,Rnf5
Yy1,Rpain
Yy1,Rpl27
Yy1,Rpl30
Yy1,Rpl35a
Yy1,Rpl36
Yy1,Rpl3l
Yy1,Rpl8
Yy1,Rprml
Yy1,Rps10
Yy1,Rps11
Yy1,Rps18
Yy1,Rps27a
Yy1,Rps28
Yy1,Rps6ka3
Yy1,Rras
Yy1,Rsbn1
Yy1,Rtn2
Yy1,Ruvbl1
Yy1,Rybp
Yy1,Saa2
Yy1,Scx
Yy1,Sema7a
Yy1,Sept2
Yy1,Sept7
Yy1,Sept8
Yy1,Serbp1
Yy1,Serp1
Yy1,Sesn1
Yy1,Set
Yy1,Setd6
Yy1,Sf1
Yy1,Sf3a1
Yy1,Sf3b3
Yy1,Sfmbt2
Yy1,Sgtb
Yy1,Sh3d19
Yy1,Shh
Yy1,Shroom1
Yy1,Siah2
Yy1,Sin3a
Yy1,Six1
Yy1,Slc16a13
Yy1,Slc18a1
Yy1,Slc22a20
Yy1,Slc25a41
Yy1,Slc2a12
Yy1,Slc2a4rg-ps
Yy1,Slc4a9
Yy1,Smad4
Yy1,Smarca4
Yy1,Smarcd3
Yy1,Snap25
Yy1,Snora15
Yy1,Snora41
Yy1,Snord32a
Yy1,Snord33
Yy1,Snord34
Yy1,Snord35a
Yy1,Snord35b
Yy1,Sorbs3
Yy1,Sox14
Yy1,Sp3
Yy1,Speg
Yy1,Spem1
Yy1,Sphk2
Yy1,Srcin1
Yy1,Srf
Yy1,Srr
Yy1,Srsf2
Yy1,Srsf3
Yy1,Strn3
Yy1,Sufu
Yy1,Sugp1
Yy1,Suz12
Yy1,Sympk
Yy1,Syn1
Yy1,Syncrip
Yy1,Syt6
Yy1,Syvn1
Yy1,Taar3
Yy1,Taar5
Yy1,Taf15
Yy1,Tax1bp3
Yy1,Tbp
Yy1,Tcap
Yy1,Tcirg1
Yy1,Tfap4
Yy1,Tgfb1
Yy1,Thap1
Yy1,Tia1
Yy1,Tk1
Yy1,Tlk1
Yy1,Tmem131
Yy1,Tmem178
Yy1,Tmem18
Yy1,Tmem86a
Yy1,Tmtc4
Yy1,Tnfrsf10b
Yy1,Tnnc1
Yy1,Tor1aip2
Yy1,Tpp1
Yy1,Tra2b
Yy1,Trerf1
Yy1,Trim27
Yy1,Trip12
Yy1,Trmt2a
Yy1,Trpc2
Yy1,Trps1
Yy1,Tsc1
Yy1,Tsku
Yy1,Tssk1
Yy1,Tti1
Yy1,Tubb4b
Yy1,Tug1
Yy1,Uba1
Yy1,Ube2q2
Yy1,Ube2r2
Yy1,Ube3c
Yy1,Ubtf
Yy1,Ubxn4
Yy1,Uchl5
Yy1,Unc119b
Yy1,Unc45b
Yy1,Usf2
Yy1,Usp47
Yy1,Vezf1
Yy1,Vmac
Yy1,Vps72
Yy1,Wasl
Yy1,Wbp11
Yy1,Wdr13
Yy1,Wdr34
Yy1,Wfdc3
Yy1,Xkr6
Yy1,Xrra1
Yy1,Yes1
Yy1,Yipf3
Yy1,Yod1
Yy1,Ywhae
Yy1,Yy1
Yy1,Zadh2
Yy1,Zbed6
Yy1,Zbtb20
Yy1,Zc3h11a
Yy1,Zc3h4
Yy1,Zdhhc15
Yy1,Zdhhc7
Yy1,Zeb2
Yy1,Zfat
Yy1,Zfp131
Yy1,Zfp185
Yy1,Zfp207
Yy1,Zfp280c
Yy1,Zfp383
Yy1,Zfp385a
Yy1,Zfp42
Yy1,Zfp428
Yy1,Zfp518b
Yy1,Zfp608
Yy1,Zfp644
Yy1,Zfp672
Yy1,Zfp688
Yy1,Zfp689
Yy1,Zfx
Yy1,Zglp1
Yy1,Zhx2
Yy1,Zic2
Yy1,Zic3
Yy1,Znhit2
Yy1,Zzz3
Zbtb10,Pou5f1
Zbtb16,Atp6ap2
Zbtb16,Ccna1
Zbtb16,Cul3
Zbtb16,Dnmt1
Zbtb16,Gata2
Zbtb16,Hdac1
Zbtb16,Helz
Zbtb16,Hist2h4
Zbtb16,Hp1bp3
Zbtb16,Jup
Zbtb16,Keap1
Zbtb16,Lmnb1
Zbtb16,Nup153
Zbtb16,Nup214
Zbtb16,Nup88
Zbtb16,Nup98
Zbtb16,Satb1
Zbtb16,Skor1
Zbtb16,Top2a
Zbtb16,Zbtb16
Zbtb17,Cdkn2b
Zbtb17,Crebbp
Zbtb17,Irf8
Zbtb17,Myc
Zbtb17,Sp1
Zbtb20,Rpgrip1l
Zbtb22,Med16
Zbtb22,Zbtb22
Zbtb24,Ewsr1
Zbtb24,Trim63
Zbtb2,Pou5f1
Zbtb2,Sall4
Zbtb33,Ctcf
Zbtb33,Ctnnd1
Zbtb33,Foxp3
Zbtb33,Rnf2
Zbtb33,Zbtb33
Zbtb39,Asb15
Zbtb39,Polr3e
Zbtb39,Zdhhc13
Zbtb3,Mllt10
Zbtb3,Otx2
Zbtb3,Polr3e
Zbtb3,Sirt2
Zbtb3,Ubp1
Zbtb43,Gtf2e1
Zbtb43,Pou5f1
Zbtb48,Myocd
Zbtb7a,Hdac1
Zbtb7b,Ep300
Zbtb7b,Plcg2
Zbtb7b,Tmpo
Zbtb9,Esrrb
Zbtb9,Gtf2e1
Zbtb9,Kdm5d
Zbtb9,Lass2
Zbtb9,Pdlim4
Zbtb9,Tfcp2l1
Zdhhc13,Nphp4
Zdhhc13,Pcbd1
Zdhhc13,Rela
Zdhhc13,Zbtb39
Zdhhc15,Tcf3
Zdhhc15,Tox3
Zdhhc15,Zdhhc15
Zdhhc16,Hoxa2
Zdhhc6,Cited4
Zdhhc6,Ewsr1
Zdhhc6,Gmeb1
Zdhhc6,Hoxa2
Zdhhc6,Nfe2
Zdhhc6,Ssbp3
Zdhhc6,Ssbp4
Zdhhc6,Tcf3
Zeb1,Ctbp1
Zeb1,Ctbp2
Zeb1,Pcbp2
Zeb1,Vim
Zeb2,Smad1
Zeb2,Smad2
Zeb2,Smad5
Zfhx3,Nes
Zfhx3,Neurod1
Zfhx3,Pou5f1
Zfml,Foxp3
Zfp110,Itgb3bp
Zfp110,Ngf
Zfp110,Ngfr
Zfp110,Pcbd1
Zfp110,Sertad1
Zfp110,Sqstm1
Zfp110,Traf6
Zfp110,Ubc
Zfp110,Zfp369
Zfp111,Cdkn2a
Zfp111,Ewsr1
Zfp111,Gmeb1
Zfp111,Nfe2
Zfp111,Nr1h3
Zfp111,Nr2f6
Zfp11,Zfp473
Zfp128,Smad1
Zfp128,Smad2
Zfp12,Zfp473
Zfp143,Bdp1
Zfp143,Brf2
Zfp143,Lzts1
Zfp143,Polr1c
Zfp143,Polr2e
Zfp143,Polr2f
Zfp143,Polr2h
Zfp143,Polr2k
Zfp143,Polr2l
Zfp143,Polr3a
Zfp143,Polr3b
Zfp143,Polr3d
Zfp143,Polr3e
Zfp143,Polr3f
Zfp143,Polr3g
Zfp143,Polr3h
Zfp143,Polr3k
Zfp143,Pou5f1
Zfp143,Sall4
Zfp143,Snapc1
Zfp143,Snapc2
Zfp143,Snapc3
Zfp143,Tbp
Zfp143,Tfcp2l1
Zfp148,Foxp3
Zfp161,Ighmbp2
Zfp180,Ewsr1
Zfp191,Sox2
Zfp191,Zfp446
Zfp217,Cbx5
Zfp217,Csnk2a1
Zfp217,Gatad2a
Zfp217,Hdac1
Zfp217,Hdac10
Zfp217,Hdac11
Zfp217,Hdac2
Zfp217,Hdac4
Zfp217,Hdac6
Zfp217,Hdac7
Zfp217,Hdac8
Zfp217,Hr
Zfp217,Ing2
Zfp217,Mbd2
Zfp217,Mbd3
Zfp217,Morf4l1
Zfp217,Mta2
Zfp217,Mta3
Zfp217,Phf12
Zfp217,Phf21a
Zfp217,Pou5f1
Zfp217,Rbbp4
Zfp217,Rbbp7
Zfp217,Sall1
Zfp217,Sap18
Zfp217,Sap30
Zfp217,Satb2
Zfp217,Suds3
Zfp219,Hist1h2ai
Zfp219,Ncoa3
Zfp219,Nfe2
Zfp219,Pias1
Zfp219,Pou5f1
Zfp219,Sall4
Zfp219,Sufu
Zfp219,Zfp219
Zfp236,Hdac10
Zfp236,Lass2
Zfp236,Rnf14
Zfp236,Sirt1
Zfp236,Trps1
Zfp263,Dlx4
Zfp263,Nkx2-3
Zfp263,Zfp768
Zfp275,Asb15
Zfp275,Cic
Zfp275,Haus7
Zfp275,Hdac10
Zfp275,Ivns1abp
Zfp275,Lass2
Zfp275,Med20
Zfp275,Polr2b
Zfp275,Srebf2
Zfp275,Tfdp2
Zfp275,Tle6
Zfp275,Xlr4b
Zfp275,Zfp292
Zfp276,Nfkb1
Zfp277,Cebpd
Zfp277,Gmeb2
Zfp277,Nfe2
Zfp277,Tcf3
Zfp280b,Slc5a4a
Zfp281,Cdk1
Zfp281,Dpf2
Zfp281,Ewsr1
Zfp281,Nacc1
Zfp281,Nr0b1
Zfp281,Rif1
Zfp281,Sall4
Zfp281,Slc8a1
Zfp28,Nfic
Zfp292,Cdx2
Zfp292,Ewsr1
Zfp292,Gata5
Zfp292,Hoxa11
Zfp292,Hoxa2
Zfp292,Hoxd10
Zfp292,Hoxd12
Zfp292,Hoxd9
Zfp292,Myb
Zfp292,Nfe2
Zfp292,Olig1
Zfp292,Tcf3
Zfp292,Trp53
Zfp292,Zfp275
Zfp296,Itgax
Zfp30,Hoxb8
Zfp326,2610301g19rik
Zfp326,Foxp3
Zfp354a,Myocd
Zfp354a,Ssbp2
Zfp354a,Trim28
Zfp36,Btg2
Zfp36,Cul4a
Zfp36,Dusp1
Zfp36,Junb
Zfp36l1,Dll4
Zfp36l1,Mapkapk2
Zfp36l1,Pcbd1
Zfp36l1,Ywhab
Zfp36,Mapkapk2
Zfp36,Nfkbiz
Zfp36,Stat2
Zfp36,Tnf
Zfp36,Ywhab
Zfp398,Olfr461
Zfp398,Olfr654
Zfp398,Ssbp3
Zfp423,Atxn1
Zfp423,Hes5
Zfp423,Rara
Zfp423,Rarb
Zfp423,Rxra
Zfp42,Dpf2
Zfp42,Esrrb
Zfp42,Ewsr1
Zfp42,Nacc1
Zfp42,Nr0b1
Zfp42,Pou5f1
Zfp42,Prmt1
Zfp42,Rai14
Zfp42,Rlim
Zfp42,Rnf2
Zfp42,Slc8a1
Zfp42,Smarcad1
Zfp42,Smarcc1
Zfp42,Trim28
Zfp42,Wapal
Zfp42,Wdr18
Zfp42,Yy1
Zfp446,Anks3
Zfp446,Isl2
Zfp446,Ldb1
Zfp446,Ldb2
Zfp446,Lhx9
Zfp446,Lmx1b
Zfp446,Zfp191
Zfp462,Esrrb
Zfp462,Pou5f1
Zfp462,Tfcp2l1
Zfp467,Myocd
Zfp473,Anks3
Zfp473,Mzf1
Zfp473,Tle6
